Vendor,Organization,RegisteredOrgCount,Website,City,State,Category,Email
Spice of Life Design LLC,Omega Psi Phi,1,https://spiceoflifedesign.com/,Lithia,FL,Apparel,
"Spice of Life Design, LLC",Delta Sigma Theta,1,https://spiceoflifedesign.com/,Lithia,FL,Apparel,
Spoon's Boutique,Phi Beta Sigma,1,https://www.spoonsboutique.com/,Jacksonville,FL,Apparel,
St. Louis Devastating Divas,Delta Sigma Theta,1,https://stldd21.com/,ST. Louis,MO,Apparel,
Stephanie's Creations,Phi Beta Sigma,1,https://stephaniescreationsllc.com/collections/divine-9-greek-paraphernalia,Naperville,IL,Apparel,
Stitch & Sew Embroidery LLC,Omega Psi Phi,1,https://www.facebook.com/stitch&sewembroideryllc,PORT SAINT LUCIE,FL,"Apparel, Embroidery",artladler@gmail.com
"StitchWichs, LLC",Sigma Gamma Rho,1,,,,Apparel,Nicole@stitchwichs.com
"Straight Fiyah Creations, LLC",Delta Sigma Theta,1,,Hephzibah,GA,Apparel,straightfiyahtho@gmail.com
"Stuart Consulting Group, Inc.","Alpha Phi Alpha, Sigma Gamma Rho, Zeta Phi Beta",3,https://www.nsemblem.com/,"Holly Hill, Holy Hill, Port Orange",FL,Apparel,brad@nsemblem.com
"Stuart Consulting Group, Inc. dba National Sportswear & Emblem, Ltd.",Omega Psi Phi,1,https://www.nsemblem.com/,Holly Hill,FL,Apparel,brad@nsemblem.com
Stuff4Greeks,"Iota Phi Theta, Phi Beta Sigma",2,http://www.stuff4greeks.com/,Atlanta,GA,Apparel,
"Stuff4Greeks/ Zeus' Closet by APGG, LLC",Kappa Alpha Psi,1,https://www.s4g.com/,,GA,Apparel,customerservice@s4g.com
Styles of Kulture,Sigma Gamma Rho,1,,,,Apparel,stylesofkulturetx@gmail.com
StylesbyMrsE,Zeta Phi Beta,1,https://stylesbymrse-9276.myshopify.com/,Laurinburg,NC,Apparel,
"Subject 2 Change, Inc.",Omega Psi Phi,1,https://shopsubject2change.com/,Raleigh,NC,Apparel,jamie@ShopSubject2Change.com
Sunday Accessories/ Whites Walking Staffs,Delta Sigma Theta,1,https://universitycreastionssa.com/,GOODLETTSVLLE,TN,Apparel,
Sunmere Fashions,"Iota Phi Theta, Phi Beta Sigma",2,https://www.sunmerefashions.com/,Spring Grove,PA,Apparel,
Supreme Greek,"Phi Beta Sigma, Zeta Phi Beta",2,"https://www.bestgreekpara.com/, https://www.sunmerefashions.com/",Birmingham,AL,Apparel,
Supreme Kreations,Omega Psi Phi,1,https://www.facebook.com/SupremeKreations,Houston,TX,Apparel,Supremekreations@gmail.com
Suzanne Randolph Cunningham,Delta Sigma Theta,1,,Sunrise,FL,Apparel,suzannemrandolph@gmail.com
Svante O. Singleton LLC,Phi Beta Sigma,1,,Las Vegas,NV,Apparel,
Swee10Nuf Sweet Tees & Graphic Design,Kappa Alpha Psi,1,,,NE,Apparel,stmosley7@gmail.com
Swee10Nuf Tees & Graphics,Delta Sigma Theta,1,https://www.swee10nuf.com/,Omaha,NE,Apparel,
Swift Incentives,Delta Sigma Theta,1,https://swiftincentives.com/,St. Louis,MO,Apparel,
Swish Design Studio LLC.,Delta Sigma Theta,1,,Lanham,MD,Apparel,DesignsByTiaraB@gmail.com
T STREET ENTERPRISES LLC,Delta Sigma Theta,1,https://www.buyaniceshirt.com/,PLANO,TX,Apparel,
T& T Custom Designz,Delta Sigma Theta,1,https://tntcustomdesignz.com/,Moody,AL,Apparel,
T&T CUSTOM DESIGNZ,Zeta Phi Beta,1,,Moody,AL,Apparel,
"T's Art, Ltd/ Balfour House dba Greek Escape",Delta Sigma Theta,1,https://greekescape.com/,San Gabriel,CA,Apparel,
T's Fashion Accessories,Delta Sigma Theta,1,,Ellenwood,GA,Apparel,www.tsfashionaccents@yahoo.com
"TACAM,Inc",Omega Psi Phi,1,https://www.tacaminc.com/,Pearland,TX,Apparel,aspriggins@aol.com
"TCPyles Consulting and Financial Services, LLC",Zeta Phi Beta,1,https://www.tcpylesconsulting.com/,Atlanta,GA,Apparel,
TES ENGRAVING & SIGNS INC BLING NAME BADGE DIVISION,Delta Sigma Theta,1,https://www.blingnamebadges.net/,WINSTON SALEM,NC,Apparel,
TGI Greek,"Iota Phi Theta, Phi Beta Sigma",2,http://www.tgigreek.com/,Tulsa,OK,Apparel,
THE COUTURE SOROR,Zeta Phi Beta,1,https://www.thecouturesoror.com/,Chicago,IL,Apparel,
THT Apparel,Kappa Alpha Psi,1,,,NC,Apparel,jason@thecharlotteagent.com
TK R&R Sports INC.,Delta Sigma Theta,1,,HUNTSVILLE,AL,Apparel,rrsports1999@gmail.com
TRU'DIVA,Delta Sigma Theta,1,,Lauderhill,FL,Apparel,sarah.donaldson@browardschools.com
"TTL Emporium, LLC",Delta Sigma Theta,1,https://ttlemporium.com/,Port Orange,FL,Apparel,
TURF GEAR WORLDWIDE ORIGINS,Delta Sigma Theta,1,https://www.turfgear.com/,LAS VEGAS,NV,Apparel,gmanq1911@aol.com
TasteMaker Lifestyle Brand,Kappa Alpha Psi,1,,,VA,Apparel,tastemakerbear@gmail.com
Tau Nupes Greek Shop,Kappa Alpha Psi,1,https://www.taunupesgreekshop.com/,,NC,Apparel,kharb@taunupesgreekshop.com
Tauntus Cosmetics,Zeta Phi Beta,1,https://www.tauntuscosmetics.com/,Southfield,MI,Apparel,Tauntuscosmetics@gmail.com
"Tauntus Cosmetics, Inc.","Kappa Alpha Psi, Omega Psi Phi",2,"https://tauntuscosmetics.com/, https://www.tauntus.com/","Detroit, Southfield",MI,Apparel,Tauntuscosmetics@gmail.com
"Tauntus Cosmetics, Inc/ This is Greek Life by Tauntus",Delta Sigma Theta,1,https://tauntuscosmetics.com/,Detroit,MI,Apparel,Tauntuscosmetics@gmail.com
Tea Rose Gift Connection,Delta Sigma Theta,1,https://www.greekgiftscollection.shop/,Bowie,MD,Apparel,
Team 8791,Omega Psi Phi,1,https://team8791.com/,Hampton,VA,Apparel,team8791info@gmail.com
"Tenets Apparel, LLC","Delta Sigma Theta, Iota Phi Theta, Kappa Alpha Psi, Phi Beta Sigma",4,https://www.tenetsco.com/,Cheyenne,WY,Apparel,help@tenetsco.com
Terra's Boutique,Zeta Phi Beta,1,https://www.terrasboutiquestore.com/,Durham,NC,Apparel,
That's Owt LLC,Omega Psi Phi,1,https://thatsowt.com/,Orange,NJ,Apparel,info@thatsowt.com
The 1923 Patch Company,Omega Psi Phi,1,https://the1923patchcompany.com/,Burbank,CA,Apparel,kwamedow@kwamedow.com
"The A Apparel Company, LLC",Kappa Alpha Psi,1,,,GA,Apparel,kross@theaapparelcompany.com
The Burning Sands by Alicia,"Kappa Alpha Psi, Omega Psi Phi",2,https://www.facebook.com/theburningsandsgreekshop,Atlanta,GA,Apparel,aliciaporter3@yahoo.com
The Burning Sands by Alicia (Delta Girl Boutique),Delta Sigma Theta,1,https://deltagirlboutique.com/,Atlanta,GA,Apparel,
The Casual Den,Delta Sigma Theta,1,https://www.thecasualden.com/,Columbia,SC,Apparel,
The Cherry Stitch,Delta Sigma Theta,1,https://www.thecherrystitch.com/,Raleigh,NC,Apparel,
The Coleman Twinz,Phi Beta Sigma,1,https://www.thecolemantwinz.com/,Clinton,MS,Apparel,
The College Crib,"Delta Sigma Theta, Iota Phi Theta, Phi Beta Sigma",3,"http://www.collegecrib.com/, https://www.collegecrib.com/",Nashville,TN,Apparel,
The Collegiate Standard,"Iota Phi Theta, Phi Beta Sigma",2,https://thecollegiatestandard.com/,San Dimas,CA,Apparel,
The Couture Soror,Delta Sigma Theta,1,https://www.thecouturesoror.com/,Chicago,IL,Apparel,
The Craft Doctor,Delta Sigma Theta,1,https://thecraftdoctor.net/,Lithonia,GA,Apparel,
The Crafting Soror,Delta Sigma Theta,1,,Orange,NJ,Apparel,thecraftingsoror@gmail.com
The Crafty Social Worker,Delta Sigma Theta,1,https://www.craftysocialworker.com/,Henrico,VA,Apparel,
"The Crimson Key, LLC",Delta Sigma Theta,1,https://www.thecrimsonkey.co/,Senatobia,MS,Apparel,
The Crossing Box,"Iota Phi Theta, Omega Psi Phi, Phi Beta Sigma",3,https://thecrossingbox.com/,Birmingham,AL,Apparel,thecrossingbox@gmail.com
"The Crossing Box, LLC","Sigma Gamma Rho, Zeta Phi Beta",2,https://the-crossing-box.myshopify.com/,Birmingham,AL,Apparel,thecrossingbox@gmail.com
The Cultural Exchange Shop,"Alpha Phi Alpha, Delta Sigma Theta, Kappa Alpha Psi, Omega Psi Phi",4,https://www.theculturalexchangeshop.com/,Chesterfield,VA,Apparel,tceshop@gmail.com
The Divine Closet,Delta Sigma Theta,1,https://thedivineclosetllc.com/,Warner Robins,GA,Apparel,
The Divine Nine,Kappa Alpha Psi,1,https://www.tdnine.com/,,MD,Apparel,divinenineonline@yahoo.com
The Elephant in the Room,Delta Sigma Theta,1,https://www.tentrcomfortclolthing.com/,San Francisco,CA,Apparel,
"The Exclusive Touch, LLC","Delta Sigma Theta, Zeta Phi Beta",2,https://www.extouch.com/,"Cleveland Heights, Cleveland Hieghts",OH,Apparel,
"The Finer Things 1920, LLC",Zeta Phi Beta,1,https://thefinerthings1920.com/,West Palm Beach,FL,Apparel,
The Game,Phi Beta Sigma,1,https://www.thegameheadwear.com/,Phenix City,AL,Apparel,
The Gift Code,Delta Sigma Theta,1,https://www.theegiftcode.com/,Cedar Hill,TX,Apparel,
The Gold Connection,Delta Sigma Theta,1,,ST. Louis,MI,Apparel,lbradley@goldconnection.com
The Golden Standard Custom,Iota Phi Theta,1,https://www.facebook.com/checkpoint/1501092823525282/?next=https%3a%2f%2fwww.facebook.com%2fgoldstandardcustoms%2f#,Detroit,MI,Apparel,
The Goldsmyth LLC,Delta Sigma Theta,1,https://true2thecode.com/,Albany,GA,Apparel,
The Greek Card.com,Delta Sigma Theta,1,https://www.thegreekcard.com/,Sugarland,TX,Apparel,
The Greek House,Omega Psi Phi,1,https://www.the-greek-house.com/,North Charleston,SC,Apparel,quincy_miller@att.net
The Greek Penn,"Delta Sigma Theta, Zeta Phi Beta",2,https://www.thegreekpenn.com/,Southfield,MI,Apparel,
"The Greek Shop USA, LLC",Delta Sigma Theta,1,https://www.thegreekspotstore.com/,Albany,GA,Apparel,thegreekshop@mail.com
The Greek Spot,Zeta Phi Beta,1,https://www.thegreekspotstore.com/,Hermitage,TN,Apparel,thegreekshop@mail.com
The Greek Spot LLC,Delta Sigma Theta,1,https://www.thegreeksden.com/,Hermitage,TN,Apparel,
The Greeks Den,"Delta Sigma Theta, Zeta Phi Beta",2,https://www.thegreeksden.com/,"District of Columbia, Porterdale","GA, WA",Apparel,
The Greeks Den LLC (Grown Greeks),Kappa Alpha Psi,1,,,DC,Apparel,info@thegreeksden.com
The Hang Loose Hut,Phi Beta Sigma,1,http://www.thehangloosehut.com/,Fountain Valley,CA,Apparel,
The Kappa Kouture by TB&S Enterprises,Kappa Alpha Psi,1,https://tbandsenterprises.com/,,TX,Apparel,corporate@tbandsenterprises.com
The King McNeal Collection,"Alpha Phi Alpha, Delta Sigma Theta, Iota Phi Theta, Kappa Alpha Psi, Omega Psi Phi, Phi Beta Sigma, Sigma Gamma Rho, Zeta Phi Beta",8,https://www.kingmcneal.com/,Kankakee,IL,Apparel,mr.mcneal1@gmail.com
The Kolour Box LLC,Delta Sigma Theta,1,https://www.thekolourbox.com/,Commerce Township,MI,Apparel,
The Kurated Kappa,Kappa Alpha Psi,1,,,GA,Apparel,aj@anthonyjjackson.com
The LIQ NY dba The LIQtees,Delta Sigma Theta,1,https://www.theliqtees.com/,Brooklyn,NY,Apparel,
The Legacy Dream Luxury Company,Delta Sigma Theta,1,https://www.glamupp.com/,Germantown,MD,Apparel,
The Legacy Lab,Delta Sigma Theta,1,,Chicago,IL,Apparel,acelrose@aol.com
"The LuvGluv, LLC",Delta Sigma Theta,1,https://theluvgluv.com/,Livonia,MI,Apparel,
The Mahogany Box,"Phi Beta Sigma, Zeta Phi Beta",2,"https://www.shopthemahoganybox.com/, https://www.themahoganybox.com/",Los Angeles,CA,Apparel,
"The Mosquito Man, Inc. DBA Divine Nine Coffee",Omega Psi Phi,1,http://facebook.com/@divineninecoffee,Hiram,GA,Apparel,georgedturner@yahoo.com
The Nalia Closet,"Iota Phi Theta, Phi Beta Sigma",2,https://thenaliacloset.com/,Roanoke,VA,Apparel,info@thenaliacloset.com
"The Nalia Closet, LLC","Delta Sigma Theta, Kappa Alpha Psi",2,https://thenaliacloset.com/,Roanoke,VA,Apparel,info@thenaliacloset.com
"The Nupe Store by Xavian, Inc.",Kappa Alpha Psi,1,https://www.etsy.com/shop/NupeStore,,GA,Apparel,corey@xavian.com
The Patchy Lion Custom Embroidery & Signage,"Delta Sigma Theta, Omega Psi Phi",2,https://www.thepatchylion.com/,Millington,TN,"Apparel, Embroidery",
"The PeQuliar Sunflower, LLC",Delta Sigma Theta,1,https://www.thepequliarsunflower.com/,Zachary,LA,Apparel,
The Perfect Peace,Delta Sigma Theta,1,https://www.theperfectpeace.net/,Blytheville,AR,Apparel,
The Phenom Legacy abd Frachise LLC,Zeta Phi Beta,1,https://www.myphenomapparel.com/,Raleigh,NC,Apparel,
The Press,Zeta Phi Beta,1,https://thepressnow.com/,Midlothian,TX,Apparel,
The Ring Creator,"Iota Phi Theta, Phi Beta Sigma, Zeta Phi Beta",3,"https://http//:www.theringcreator.com, https://www.theringcreator.com/","Bowie, MITCHELLVILLE",MD,Apparel,chaunceydjackson@gmail.com
"The Ring Creator, LLC",Kappa Alpha Psi,1,https://www.theringcreator.com/,Bowie,MD,Apparel,chaunceydjackson@gmail.com
The Ruby Room,Delta Sigma Theta,1,https://www.rubyroom1913.com/,Centreville,VA,Apparel,
The Sassy Greek,Delta Sigma Theta,1,https://www.thesassygreek.com/,Bartlett,TN,Apparel,
The Shield Maker,Omega Psi Phi,1,https://www.facebook.com/Tony%20%E2%80%9CThe%20ShieldMaker%E2%80%9D%20Reed,Saint Stephen,SC,Apparel,theshieldmaker@gmail.com
The Shirt Place/The Sorority Place,Zeta Phi Beta,1,https://www.thesororityplace.com/,Memphis,TN,Apparel,
The Shop on 22nd,Sigma Gamma Rho,1,,,,Apparel,Contact@shopon22.com
The Signature Brand HTX,"Delta Sigma Theta, Iota Phi Theta, Phi Beta Sigma",3,,Humble,TX,Apparel,www.signaturebrandhtx@gmail.com
The Sterling Link,"Delta Sigma Theta, Zeta Phi Beta",2,https://www.thesterlinglink.com/,"Houston, Katy",TX,Apparel,
The Total Image,"Iota Phi Theta, Phi Beta Sigma",2,https://totalimageclothiers.com/,Greensboro,NC,Apparel,
"The UNIExperience, LLC",Zeta Phi Beta,1,https://www.theuniexperience.com/,Nottingham,MD,Apparel,
The Ultimate Sisterhood,Delta Sigma Theta,1,,Sugar Land,TX,Apparel,theultimatesisterhood1@gmail.com
The Wire Greek Apparel and More,Delta Sigma Theta,1,https://www.thewiregreekapparel.com/,Houston,TX,Apparel,
The World of Greekdom,Delta Sigma Theta,1,https://www.theworldofgreekdom.com/,Hattiesburg,MS,Apparel,
The Yard Collective,"Iota Phi Theta, Phi Beta Sigma",2,http://www.monstergreek.com/,Durham,NC,Apparel,
Thee Legacy Continues LLC,Omega Psi Phi,1,https://www.theelegacycontinues.com/,Southfield,MI,Apparel,
"Thee Legacy Continues, LLC",Delta Sigma Theta,1,https://www.theelegacycontinues.com/,Southfield,MI,Apparel,
Thee Musket LLC,Omega Psi Phi,1,,Sheridan,WY,Apparel,renny.d.smith@gmail.com
Thee Reddbox,Delta Sigma Theta,1,,Chicago,IL,Apparel,justicestamps@yahoo.com
This & That Apparel LLC,Omega Psi Phi,1,https://thisandthatapparel.com/,Nashville,TN,Apparel,Info@thisandthatapparel.com
Timeless Masterpiece,"Delta Sigma Theta, Kappa Alpha Psi",2,https://www.shopmytm.com/,SURPRISE,AZ,Apparel,info@shopmytm.com
Tommy's Tees,"Iota Phi Theta, Phi Beta Sigma",2,http://www.tommystees.com/,Ruston,LA,Apparel,
Tones of Melanin,"Kappa Alpha Psi, Omega Psi Phi",2,https://tonesofmelanin.com/,Norfolk,VA,Apparel,admin@tonesofmelanin.com
Tonya’s Custom Creations,Phi Beta Sigma,1,https://www.instagram.com/tonyas_custom_creations/?igsh=mtrknth4agzmcgg4dg%3d%3d#,Chesapeake,VA,Apparel,
Trac Graphix ATL,Omega Psi Phi,1,https://www.facebook.com/tracatl,Covington,GA,Apparel,tracprintatl@gmail.com
Tre'sors D'Antan,Delta Sigma Theta,1,https://tresorsdantan.biz/,Minden,LA,Apparel,
Trevco,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.trevcoinc.com/,Maddison Heights,MI,Apparel,dcarranza@trevcoinc.com
Tri-City Embroidery,Delta Sigma Theta,1,,Desoto,TX,"Apparel, Embroidery",mzburruss@aol.com
Trimocha Productions,Delta Sigma Theta,1,,SAVANNAH,GA,Apparel,trimochaproduction@gmail.com
"Trinity Designs, Inc.",Sigma Gamma Rho,1,,,,Apparel,ngraves@trinitydesignsinc.com
Triple S Sports Apparel LLC,Alpha Phi Alpha,1,https://triplessportsapparel.com/,Duncanville,TX,Apparel,
Tru-fan4life Custom Decals,"Iota Phi Theta, Phi Beta Sigma",2,https://www.facebook.com/people/tru-fan4life-custom-sport-decals/100036783086264/,Enterprise,AL,Apparel,trufan4lifedecals@gmail.com
"Tru-fan4life Custom Decals, LLC",Delta Sigma Theta,1,https://www.facebook.com/people/tru-fan4life-custom-sport-decals/100036783086264/,Enterprise,AL,Apparel,trufan4lifedecals@gmail.com
True Expressions T-Shirt & Apparel,"Delta Sigma Theta, Omega Psi Phi",2,https://trueexpressionsvinyl.com/,"COVINGTON, Covington",GA,Apparel,trueexpressionstees@gmail.com
Truluck & Henry LLC,Omega Psi Phi,1,https://www.truluckandhenry.com/,Concord,NC,Apparel,londra@truluckandhenry.com
Tucker Management & Consulting LLC dba Nuvision Kreations,Omega Psi Phi,1,https://www.turfgear.com/,Simpsonville,SC,Apparel,gmanq1911@aol.com
Turf Gear,"Alpha Phi Alpha, Omega Psi Phi",2,https://www.turfgear.com/,Las Vegas,NV,Apparel,gmanq1911@aol.com
Turf Gear Custom Rings & Things,Kappa Alpha Psi,1,https://www.turfgear.com/,Las Vegas,NV,Apparel,gmanq1911@aol.com
"Turn 2 Wood, LLC",Kappa Alpha Psi,1,https://www.turn2wood.com/,,FL,Apparel,turner.delmar1@gmail.com
Turn2wood,"Iota Phi Theta, Phi Beta Sigma",2,https://www.turn2wood.com/,Jacksonville,FL,Apparel,
"Two Tails Boutique, LLC",Delta Sigma Theta,1,https://www.etsy.com/shop/2TailsBoutique?ref=shop-header-name&listing_id=1536228510&from_page=listing,Baton Rouge,LA,Apparel,
T’s Fashion Accessories,Delta Sigma Theta,1,,Ellenwood,GA,Apparel,www.tsfashionaccents@yahoo.com
UP N INK Fashion / Sole Artist Collective,Kappa Alpha Psi,1,,,CA,Apparel,upninkfashion@gmail.com
"URBrand, Inc.",Kappa Alpha Psi,1,https://urbrand.net/,,NY,Apparel,urbrandsales@gmail.com
UTOPIA CREATIONS (SIMPLY GREEK),Zeta Phi Beta,1,https://www.shopsimplygreek.com/,Independence,LA,Apparel,admin@utopiacreations.com
UTOPIA CREATIONS dba SIMPLY GREEK,Sigma Gamma Rho,1,https://www.shopsimplygreek.com/,Independence,LA,Apparel,admin@utopiacreations.com
UberPrints,"Iota Phi Theta, Phi Beta Sigma",2,http://www.uberprints.com/,Athens,GA,Apparel,
Ubuntu Custom Designs,Delta Sigma Theta,1,https://www.ubuntucustomdesigns.com/,Madison,AL,Apparel,
UnderNeathItAll,"Delta Sigma Theta, Zeta Phi Beta",2,https://www.underneathitalll.com/,Bear,DE,Apparel,
Underground Printing,"Iota Phi Theta, Phi Beta Sigma",2,https://www.undergroundshirts.com/,Ypsilanti,MI,Apparel,
"Unique Designz, LLC","Delta Sigma Theta, Kappa Alpha Psi, Omega Psi Phi",3,,Athens,AL,Apparel,uniquedesignz351@gmail.com
Unique Greek Boutique,"Kappa Alpha Psi, Omega Psi Phi",2,https://www.facebook.com/uniquegreekboutique,Detroit,MI,Apparel,ugb1323@gmail.com
Unique3DPrints,Kappa Alpha Psi,1,,,MI,Apparel,unique3dps@gmail.com
Uniquely Greek Kreations,Delta Sigma Theta,1,https://www.uniquelygreekkreations.com/,Portsmouth,VA,Apparel,
"Uniquely Greek, Inc.",Kappa Alpha Psi,1,https://www.uniquelygreekinc.com/,,GA,Apparel,info@uniquelygreekinc.com
UniverSoul Enterprise Inc.,"Sigma Gamma Rho, Zeta Phi Beta",2,https://www.blackartdepot.com/,Decatur,GA,Apparel,management@blackartdepot.com
University Apparel,"Iota Phi Theta, Phi Beta Sigma",2,http://www.thegreekshop.com/,Lithonia,GA,Apparel,
"University Apparel, Inc. dba Fraternal Regalia",Delta Sigma Theta,1,https://www.thegreekshop.com/,Lithonia,GA,Apparel,
University Tees,"Iota Phi Theta, Phi Beta Sigma",2,http://www.universitytees.com/,Cleveland,OH,Apparel,
Unlimited Choices Greek Boutique,Zeta Phi Beta,1,https://www.unlimitedchoices.com/,Columbia,SC,Apparel,
Uppity Zeta,Zeta Phi Beta,1,https://www%20uppityzeta.com/,Chicago,IL,Apparel,
Upscale Queen DBA Upscale Lyfe,Delta Sigma Theta,1,https://upscalelyfe.com/,Hattiesburg,MS,"Apparel, Jewelry, Custom",upscalequeen19@gmail.com
"Upscale Queen, LLC DBA Upscale Lyfe",Omega Psi Phi,1,https://upscalelyfe.com/,Hattiesburg,MS,"Apparel, Jewelry, Custom",upscalequeen19@gmail.com
Uzuri Greek,"Iota Phi Theta, Kappa Alpha Psi, Omega Psi Phi, Phi Beta Sigma",4,https://uzuri-greek.myshopify.com/,Columbus,OH,Apparel,wfields2@yahoo.com
Uzuri Kd Kidz/ Uzuri Greek,Alpha Phi Alpha,1,https://uzuri-greek.myshopify.com/,Columbus,OH,Apparel,
Uzuri Kid Kidz LLC Dba Uzuri Greek,Delta Sigma Theta,1,https://uzuri-greek.myshopify.com/,Columbus,OH,Apparel,
Uzuzri Greek,Zeta Phi Beta,1,https://uzuri-greek.myshopify.com/,Columbus,OH,Apparel,
V V DESIGNS FOR ASANTE KENTE dba Worldwide Origins,Phi Beta Sigma,1,http://www.worldwideorigins.com/,Macomb,MI,Apparel,
Vainglorious Styles Apparel,Iota Phi Theta,1,,Marshalls Creek,PA,Apparel,
Valdia’s,Delta Sigma Theta,1,,Shaker Heights,OH,Apparel,valdiaburnd@yahoo.com
Valley Greek,Iota Phi Theta,1,https://valleygreek.com/,Waldorf,MD,Apparel,valleygreek0811@gmail.com
"Valley Greek, LLC","Delta Sigma Theta, Kappa Alpha Psi",2,https://valleygreek.com/,"Brandywine, Waldorf",MD,Apparel,valleygreek0811@gmail.com
"Valley Greek, LLC*",Omega Psi Phi,1,https://valleygreek.com/,Waldorf,MD,Apparel,valleygreek0811@gmail.com
Vantage Custom Classics,"Iota Phi Theta, Phi Beta Sigma",2,https://vantageapparel.com/,Avenel,NJ,Apparel,
Vernon The Cup Guy,Omega Psi Phi,1,https://thecupguy1.com/,Cleveland,OH,Apparel,
VernonThe Cup Guy,Phi Beta Sigma,1,https://thecupguy1.com/,Cleveland,OH,Apparel,
Verse 9 Menswear,Kappa Alpha Psi,1,https://www.verse-9.com/,,FL,Apparel,versenine@aol.com
VeryMaterial LLC,Omega Psi Phi,1,,Miami,FL,Apparel,ibehdf@aol.com
"VeryMaterial, LLC","Delta Sigma Theta, Kappa Alpha Psi",2,,Miami,FL,Apparel,ibehdf@aol.com
Victoria Evans,Sigma Gamma Rho,1,,,,Apparel,Victoria.ous@yahoo.com
"Victorious Treasures & More, LLC",Delta Sigma Theta,1,,Leesburg,GA,Apparel,victorioustreasures123@gmail.com
"Vinylized by Dawn, LLC",Delta Sigma Theta,1,https://vnylzdbydawn.com/,Dacula,GA,Apparel,
"Virtuous Adornments, LLC",Zeta Phi Beta,1,https://www.virtuousadornments.com/,Baltimore,MD,Apparel,
Virtuous Creations by KBJ,Delta Sigma Theta,1,https://www.virtuouscreationskbj.etsy.com/,Baton Rouge,LA,Apparel,
Virtuous Woman Total and Complete LLC,Delta Sigma Theta,1,https://avirtuousboutique.com/,Stafford,VA,Apparel,
Visions Within,Iota Phi Theta,1,,Lakeland,TN,Apparel,vera@visions-within.com
Visions Within LLC,Sigma Gamma Rho,1,,Lakeland,TN,Apparel,vera@visions-within.com
Visionz of Me,Zeta Phi Beta,1,https://www.visionzoflife.com/,Oxon Hill,MD,Apparel,
"W.E. Lusain Apparel, LLC","Omega Psi Phi, Sigma Gamma Rho, Zeta Phi Beta",3,https://www.4klub.com/,"Birmingham, Hoover",AL,Apparel,ericlusain@gmail.com
"W.E. Lusain Apparel, LLC dba 4klub",Delta Sigma Theta,1,https://www.4klub.com/,Birmingham,AL,Apparel,ericlusain@gmail.com
WB Inspirations LLC,Delta Sigma Theta,1,https://www.wbinspirations.com/,Midlothian,VA,Apparel,
WGREEK Fashion Apparel,Zeta Phi Beta,1,https://www.wgreekapparel.com/,Washington,DC,Apparel,wgfashionapparel@gmail.com
WGREEK Fashion Apparel LLC,Omega Psi Phi,1,https://www.wgreekapparel.com/,Arlington,VA,Apparel,wgfashionapparel@gmail.com
WGreek Fashion Apparel LLC,"Delta Sigma Theta, Phi Beta Sigma",2,https://www.wgreekapparel.com/,"Arlington, Washington","DC, VA",Apparel,wgfashionapparel@gmail.com
"WITHWINS, INC",Delta Sigma Theta,1,,Cypress,CA,Apparel,withwinsinc@gmail.com
WLMack Design,Phi Beta Sigma,1,https://daypartyteesstore.etsy.com/,Tuscaloosa,AL,Apparel,
WQQDSTOCK,Omega Psi Phi,1,https://www.instagram.com/wqqdstock,Woodbridge,VA,Apparel,cire67@msn.com
"WRISTCANDYBYNINI, LLC",Delta Sigma Theta,1,,Hampton,VA,Apparel,wristcandybynini@gmail.com
WSTD Apparel,Kappa Alpha Psi,1,,,OK,Apparel,wastedproductions1@gmail.com
"Waller & Company Jewelers, LLC",Delta Sigma Theta,1,https://wallerjewelry.com/,Richmond,VA,Apparel,
Wallflowers LLC,Delta Sigma Theta,1,,Pearland,TX,Apparel,wallflowersllc1913@gmail.com
"Wasted Productions, LLC",Delta Sigma Theta,1,https://www.wastedproductionsok.com/,Oklahoma City,OK,Apparel,
We 3 Queens LLC,"Delta Sigma Theta, Kappa Alpha Psi, Omega Psi Phi",3,https://we3queens.biz/,Lexington,SC,Apparel,we3queensllc@gmail.com
We Got U Cover'd,"Delta Sigma Theta, Omega Psi Phi",2,https://www.thatgreeklife.com/,Fort Washington,MD,Apparel,
"We Paint Out Loud, LLC",Zeta Phi Beta,1,https://www.etsy.com/shop/5royalcutz,St. Louis,MI,Apparel,
Weight 2 Wear,Kappa Alpha Psi,1,https://www.weight2wear.com/,,TX,Apparel,wzoo2011@hotmail.com
White's Walking Staffs dba White and Thomas Creations,Omega Psi Phi,1,,Spring,TX,Apparel,sdpwhite.sw@gmail.com
White’s Walking Staffs,Phi Beta Sigma,1,,Spring,TX,Apparel,
Who Will Know LLC,Delta Sigma Theta,1,https://www.whowillknow.net/,Greenbelt,MC,Apparel,
"Whoa, Jody Boy, LLC",Kappa Alpha Psi,1,https://whoajodyboy.com/,,FL,Apparel,aldozier87@whoajodyboy.com
Winters Industries,Kappa Alpha Psi,1,https://wintersindustries.com/,Fairburn,GA,Apparel,info@wintersindustries.com
Winters Industries DBA Greek Show Apparel,"Delta Sigma Theta, Omega Psi Phi",2,https://wintersindustries.com/,Fairburn,GA,Apparel,info@wintersindustries.com
"Winters Industries, LLC",Zeta Phi Beta,1,https://wintersindustries.com/,Atlanta,GA,Apparel,info@wintersindustries.com
