"tablescraper-selected-row","tablescraper-selected-row 4","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row href","tablescraper-selected-row 8","reference","reference href","cite-bracket","cite-bracket 2"
"1357","Alpha Delta Gamma","January 20, 2018","Aberdeen Proving Ground","https://en.wikipedia.org/wiki/Aberdeen_Proving_Ground","Active","","","",""
"1831","Tau Mu Nu","January 20, 2018","Shelby Township, Michigan","https://en.wikipedia.org/wiki/Shelby_Township,_Michigan","Active","","","",""
"1714","Phi Gamma Gamma (Second)","March 31, 2018","Kaiserslautern","https://en.wikipedia.org/wiki/Kaiserslautern","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"1833","Phi Mu Nu","June 26, 2018","Fishers, Indiana","https://en.wikipedia.org/wiki/Fishers,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]"
"206522","Omega Mu Nu","November 15, 2018","Lake Elsinore, California","https://en.wikipedia.org/wiki/Lake_Elsinore,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"206523","Alpha Nu Nu","November 15, 2018","Reno, Nevada","https://en.wikipedia.org/wiki/Reno,_Nevada","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"220893","Chi Mu Nu","December 1, 2018","Shanghai","https://en.wikipedia.org/wiki/Shanghai","Active","78","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-123","[","]"
"220894","Psi Mu Nu","January 24, 2019","Middleburg, Florida","https://en.wikipedia.org/wiki/Middleburg,_Florida","Active","","","",""
"1838","Beta Nu Nu","March 22, 2019","Tijuana","https://en.wikipedia.org/wiki/Tijuana","Active","79","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-124","[","]"
"1362","Alpha Epsilon Epsilon","June 19, 2019","Pensacola, Florida","https://en.wikipedia.org/wiki/Pensacola,_Florida","Active","","","",""
"1569","Phi Rho","June 30, 2019","Hattiesburg, Mississippi","https://en.wikipedia.org/wiki/Hattiesburg,_Mississippi","Active","","","",""
"1839","Gamma Nu Nu","July 11, 2019","Columbus, New Jersey","https://en.wikipedia.org/wiki/Columbus,_New_Jersey","Active","","","",""
"1730","Nu Iota Iota","September 25, 2019","Auburn, Alabama","https://en.wikipedia.org/wiki/Auburn,_Alabama","Active","","","",""
"1840","Delta Nu Nu","December 9, 2019","United Arab Emirates","https://en.wikipedia.org/wiki/United_Arab_Emirates","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"207852","Epsilon Nu Nu","July 17, 2020","Mount Pleasant, South Carolina","https://en.wikipedia.org/wiki/Mount_Pleasant,_South_Carolina","Active","","","",""
"208849","Zeta Nu Nu","August 31, 2020","","","Active","","","",""
"208869","Eta Nu Nu","November 19, 2020","Columbus, Ohio","https://en.wikipedia.org/wiki/Columbus,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]"
"211439","Theta Nu Nu","November 19, 2020","Lincoln, Pennsylvania","https://en.wikipedia.org/wiki/Lincoln,_Pennsylvania","Active","","","",""
"211504","Iota Nu Nu","February 1, 2021","Greenville, North Carolina","https://en.wikipedia.org/wiki/Greenville,_North_Carolina","Active","","","",""
"1244","Eta Kappa (Second)","April 26, 2021","Lancaster, Pennsylvania","https://en.wikipedia.org/wiki/Lancaster,_Pennsylvania","Active","","","",""
"211496","Lambda Nu Nu","April 28, 2021","Frostburg, Maryland","https://en.wikipedia.org/wiki/Frostburg,_Maryland","Active","","","",""
"211495","Kappa Nu Nu","April 29, 2021","Sparta, New Jersey","https://en.wikipedia.org/wiki/Sparta,_New_Jersey","Active","","","",""
"211480","Mu Nu Nu","April 29, 2021","Kechi, Kansas","https://en.wikipedia.org/wiki/Kechi,_Kansas","Active","","","",""
"211549","Nu Nu Nu","June 24, 2021","","","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"211551","Alpha Epsilon Eta","June 24, 2021","Conway, South Carolina","https://en.wikipedia.org/wiki/Conway,_South_Carolina","Active","","","",""
"213093","Xi Nu Nu","December 15, 2021","Litchfield Park, Arizona","https://en.wikipedia.org/wiki/Litchfield_Park,_Arizona","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"213098","Omicron Nu Nu","December 15, 2021","Round Rock, Texas","https://en.wikipedia.org/wiki/Round_Rock,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]"
"213227","Pi Nu Nu","January 29, 2022","Covington, Georgia","https://en.wikipedia.org/wiki/Covington,_Georgia","Active","80","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-125","[","]"
"215281","Rho Nu Nu","July 21, 2022","Chula Vista, California","https://en.wikipedia.org/wiki/Chula_Vista,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"217443","Sigma Nu Nu","January 26, 2023","Fairhope, Alabama","https://en.wikipedia.org/wiki/Fairhope,_Alabama","Active","","","",""
"217505","Tau Nu Nu","March 9, 2023","Palm Springs, California","https://en.wikipedia.org/wiki/Palm_Springs,_California","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]"
"220420","Upsilon Nu Nu","October 17, 2023","Newberry, South Carolina","https://en.wikipedia.org/wiki/Newberry,_South_Carolina","Active","","","",""
"220893","Chi Nu Nu","December 12, 2023","Lexington Park, Maryland","https://en.wikipedia.org/wiki/Lexington_Park,_Maryland","Active","","","",""
"220894","Psi Nu Nu","December 12, 2023","Dover, Delaware","https://en.wikipedia.org/wiki/Dover,_Delaware","Active","","","",""
"220859","Phi Nu Nu","December 13, 2023","Prince Frederick, Maryland","https://en.wikipedia.org/wiki/Prince_Frederick,_Maryland","Active","","","",""
"222342","Gamma Xi Nu","February 1, 2024","Madera, California","https://en.wikipedia.org/wiki/Madera,_California","Active","","","",""
"223133","Delta Xi Nu","April 9, 2024","Union County, North Carolina","https://en.wikipedia.org/wiki/Union_County,_North_Carolina","Active","","","",""
"223136","Zeta Xi Nu","April 9, 2024","Lagos","https://en.wikipedia.org/wiki/Lagos","Active","42","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:28-74","[","]"
"223137","Alpha Epsilon Theta","April 9, 2024","","","Active","","","",""
"223175","Eta Xi Nu","June 13, 2024","Universal City, Texas","https://en.wikipedia.org/wiki/Universal_City,_Texas","Active","","","",""
"226790","Mu Xi Nu","April 22, 2025","Tappahannock, Virginia","https://en.wikipedia.org/wiki/Tappahannock,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]"
"224391","Alpha Epsilon Nu","September 25, 2024","Corvallis, Oregon","https://en.wikipedia.org/wiki/Corvallis,_Oregon","Active","","","",""
"226789","Alpha Epsilon Xi","April 22, 2025","Chester, Pennsylvania","https://en.wikipedia.org/wiki/Chester,_Pennsylvania","Active","","","",""
"226788","Alpha Epsilon Omicron","April 22, 2025","","","Active","","","",""
"1005","Epsilon (Second)","","","","Active","","","",""
